aid,bvid,title,category,author,duration,pubdate,view_count,danmaku,reply,favorite,coin,share,like,now_rank,his_rank,tag
116381248979101,BV1XcQPBfEzK,【自制素材】CCTV-1综合频道2013年包装动态背景素材,日常,EagleEye_遍地桂B,50,1775837497,336,0,3,14,1,3,13,0,0,经典素材
114120552619837,BV19e9mYYEUY,【空镜素材】拂堤杨柳醉春烟,出行,躺下等存款自己增加,204,1741342061,11572,0,27,245,48,322,128,0,0,经典素材
116329390544302,BV1fj9JBDELA,分析马克剪辑中的素材（1）,动画综合,一只彦毒爱打斗反小鬼,33,1775045852,1379,0,4,25,0,0,41,0,0,经典素材
113344036016351,BV1zGyBYsEkw,演讲朗诵比赛视频音乐‖演讲素材,校园学习,哈尼尼老师,279,1729493089,26996,1,10,590,7,815,134,0,0,经典素材
56512634,BV1X4411u7bH,【HD 免费可商用视频素材】作品: Social Media 作者: Activedia,日常,Llkmx,21,1561267835,4577,0,4,89,6,212,32,0,0,经典素材
691940721,BV1w24y1U7U9,【空镜】看文件（两人）/递钱/股票/握手/倒酒/水杯/长辈握手/倒果汁/尿裤子/踢水桶/拍肩/擦地/室外（夜）/摸手/拍腿（轮椅）/空房间/医疗器械/病人的手/,影视剪辑,空镜头储备站,99,1672366548,15782,0,10,324,42,518,113,0,0,经典素材
76397858,BV1FJ41127vV,《大地惊雷》马蒂与商人经典谈判片段,小剧场,Echoooooolt,238,1574251887,19336,5,19,394,22,835,181,0,0,经典素材
112965072257847,BV1Vpe4ekEqr,斩神动漫素材动漫剪辑素材,MAD·AMV,荃白え,47,1723710499,2236,0,7,45,7,26,50,0,0,经典素材
113300448746092,BV1SQ26YpEZW,动漫抬头素材持续更新中……. #动漫素材 #动漫剪辑 #素材,MAD·AMV,你的素材库哈,35,1728828108,5144,0,8,29,10,11,79,0,0,经典素材
383763840,BV1vZ4y1y7hU,视频开头素材【有需可自取】,影视剪辑,提瓦特最好的打油诗人,139,1651918856,15692,0,8,156,11,159,123,0,0,经典素材
511247170,BV1nu411r77a,【空镜头】步行徒步人物 素材分享,日常,分享素材的小曼,31,1651325669,25605,0,9,462,86,589,198,0,0,经典素材
379741070,BV1aZ4y1976i,情绪路灯夜景城市马路街道|空镜头视频素材,日常,风景如画卷,151,1638661869,314462,141,811,8680,1117,6316,4584,0,0,经典素材
113057413988808,BV1gEnfetEuk,【空镜素材】学生自习,日常,躺下等存款自己增加,117,1725119516,23128,0,62,368,117,1019,189,0,0,经典素材
114201687230888,BV1zTXyYhE5U,寺庙祈福｜视频剪辑素材分享,日常,视频素材宝库,191,1742598240,5902,1,6,68,0,143,28,0,0,经典素材
1155962409,BV1oZ421M7Zz,95【现代空镜素材】找文件翻资料合集、文件上照片、头发里胎记,影视剪辑,空镜素材,109,1718877600,3056,0,0,52,4,55,21,0,0,经典素材
770304110,BV1Er4y1g7nR,【素材篇】4K超清短视频素材合集之1080P唯美系列（31款）,影视剪辑,自媒体学院,50,1656034208,8185,0,1,10,0,84,6,0,0,经典素材
530029576,BV12u411a7ik,《这么多年》空镜素材 | |  城市建筑 | 夜景 | 篮球框 | 飞机 | 划船 | 水族馆 | 人影 | 下雨 | 车窗外下雪 | 关手机 | 复古餐厅,影视剪辑,遇见源源de小幸运,174,1687443858,3282,0,3,42,8,26,16,0,0,经典素材
70769756,BV1QE411f7BH,空镜,影视剪辑,柳絮轻吹人面,259,1570701349,192844,78,107,8107,681,1276,3351,0,0,经典素材
1804902855,BV1ub421q7Zr,水墨遮罩素材分享,影视剪辑,夕阳月台,83,1716191553,78304,3,49,1898,347,1043,986,0,0,经典素材
115486754871187,BV1tW1qBhEYb,1024大素材东方女性已更新，demo,音乐综合,好好爱路亚,50,1762188189,1909,1,12,23,16,4,29,0,0,经典素材
373315614,BV1No4y1Z7Ba,现代空镜|开车合集,影视剪辑,李贰乔,33,1609162968,6573,2,2,139,17,135,42,0,0,经典素材
115468635479517,BV1VZ1TBdEW1,日本素材剪辑练习——素材来自影视飓风,影视剪辑,何亦未,66,1761911877,1179,0,1,22,6,24,9,0,0,经典素材
115388893502126,BV13aWEzmEvH,【作文素材第三期】人民日报顶级且值得摘抄的金句！适合写进自己的作文~,校园学习,必刷题小姐姐,250,1760749200,960036,3732,572,100335,6880,2130,89277,0,0,经典素材
503079345,BV1zN411o7NM,经典素材合集,搞笑,家人们互赞互粉取暖,119,1620566973,20,0,0,0,0,0,8,0,0,经典素材
1404921825,BV1kr42157rp,【空镜素材】突然整理的唯美小镜头,影视剪辑,躺下等存款自己增加,273,1716127251,8457,0,4,144,5,205,38,0,0,经典素材
116279528722483,BV1GPQfBjE6w,4K风景视频素材分享（无水印可自取）,出行,旷野风物,246,1774285548,2994,0,3,43,13,90,37,0,0,经典素材
116029279768833,BV1aSFWzTE15,素材分享 | 流光素材,野生技能协会,靜せい,52,1770466333,1665,0,5,61,8,5,32,0,0,经典素材
250168315,BV16v411A7S1,夏天树荫清凉阳光素材空境,日常,一口克踪芜,43,1630237699,140930,49,409,3740,656,3211,2506,0,0,经典素材
975315760,BV1X44y187Ei,【无水印】热门视频素材合集,单机游戏,无掌熊,247,1630945844,4754,0,4,154,15,61,56,0,0,经典素材
638040829,BV1yY4y1i7q4,科技感穿梭开场片头视频素材,动画综合,大师兄视频素材,16,1649492168,150541,9,103,3019,164,2244,953,0,0,经典素材
212593436,BV1Pa411b767,【素材】搞笑结尾，电影结尾，DIRECTED BY ROBERT B WEIDE，高画质,影视剪辑,正在努力的一闪,27,1648002131,190878,44,94,9959,617,3290,4735,0,0,经典素材
115450096785193,BV1giyzBMEph,1028【风景素材】自然风景素材分享,日常,酸老倌,47,1761628724,2882,0,3,13,5,40,23,0,0,经典素材
22146675,BV12W411L7sb,【空镜头混剪】平淡的日常,日常,石原里美圈外老公,228,1523833251,130481,17,317,4104,741,2031,1739,0,0,经典素材
112926920802818,BV1L9YtejELo,现代空镜--黑白调城市节奏、浪潮、信号灯、指间沙、红线、夕阳、会议室、雨中背影,影视剪辑,砂沫Aurora,26,1723128110,647,0,6,18,2,5,9,0,0,经典素材
116344540437405,BV19EDKBwEMd,无敌少侠背景素材，想要的可以自取,手机游戏,小白子离,28,1775277004,168,0,3,0,0,0,7,0,0,经典素材
116316170094016,BV1U9XdBMEMU,【无版权|可商用|超高清】美景-素材自取,日常,STAR素材,179,1774844197,127,0,1,2,0,1,5,0,0,经典素材
498723892,BV1fK411n7KL,中国历史素材,预告·资讯,紫气东来801023,26,1593410396,13723,0,20,280,25,453,131,0,0,经典素材
114205109787185,BV1TYXHYLECQ,小说姐剪辑妹誓死捍卫的素材,日常,柏康奇乐圈,18,1742631768,843,0,7,14,4,1,20,0,0,经典素材
809705297,BV1Y34y187sw,【免版权空镜】“Touch”,短片,HOLE-素材,76,1646928866,263864,276,171,23086,6776,1106,14989,0,0,经典素材
113657333751184,BV1nmqfYiEmW,鸭乃桥论的禁忌推理补帧超清素材,动画综合,补帧素材大全,110,1734273582,601,0,3,7,0,1,9,0,0,经典素材
447913132,BV1fj41127cD,【人物素材】爱岗敬业人物素材,校园学习,作文素材小铺,30,1693578364,7624,0,2,102,5,20,146,0,0,经典素材
1751533610,BV1dx421y7sc,素材,日常,尚日十,19,1709899731,105,0,1,0,2,1,8,0,0,经典素材
113629634567839,BV1vmqrYkEtp,【空镜素材】动态大数据,计算机技术,躺下等存款自己增加,184,1733850925,36635,0,82,843,189,1327,322,0,0,经典素材
420636668,BV1Y341127H2,⊙PR剪辑素材---名场面视频素材合集,野生技能协会,剪辑师的每一个明天,53,1632505127,28440,3,85,1134,591,43,803,0,0,经典素材
113350126080654,BV1fpyHYkEoX,【免版权空镜】水波水纹流水水面视频素材,影视剪辑,VISION-视频素材,27,1729585839,12471,1,1,227,27,147,99,0,0,经典素材
495734457,BV1tK411s7Jr,超燃励志演讲:“走选择的路，而不要只走好走的路”,影视剪辑,影娱社,215,1704192021,567503,1089,220,20301,1802,6951,16672,0,0,经典素材
814757184,BV1tG4y1r7cR,风景视频素材分享（无水印可自取）,日常,酸老倌,190,1661274000,27314,2,11,160,35,545,127,0,0,经典素材
284350864,BV1hc411v7XB,【无版权空镜素材】雪、夕阳,影视剪辑,VISION空境素材,38,1706441400,10665,1,4,146,8,170,51,0,0,经典素材
113009313778265,BV1zKWSexEo1,【空镜素材】古诗里的飞鸟意象,出行,躺下等存款自己增加,134,1724385479,22207,1,41,508,94,517,232,0,0,经典素材
115768125562815,BV17gBTBVEqj,【4k】风景视频素材分享（无水印可自取）,日常,旷野风物,262,1766482690,10529,0,28,222,53,241,146,0,0,经典素材
116338316024822,BV11j9NBsEzc,经典语录,娱乐粉丝创作,紫于柠檬,29,1775182134,139,0,0,1,0,0,26,0,0,经典素材
573859120,BV1Az4y1x7Ak,红色素材（自用）,娱乐粉丝创作,纯情小狗渡劫中,16,1690176110,152682,0,27,580,30,205,149,0,0,经典素材
579305333,BV1x64y1j7vz,【人物素材】值得摘抄的人物素材,校园学习,太空作文驿站,179,1701691207,3653,0,1,99,3,2,70,0,0,经典素材
209304357,BV1Wh41147Aq,民国空镜素材丨时钟、电灯、报纸、爆炸、伤亡、留声机、牵手等,影视剪辑,心上崽是胖大海,22,1637475239,71095,0,58,2491,302,491,838,0,0,经典素材
928288189,BV11T4y1K7Lj,【素材】盘点那些up常用转场素材CUT1,其他,sails沧小米,83,1608969609,5124,1,3,158,35,41,69,0,0,经典素材
114839187955494,BV1r2MQzHE6U,高级流光文字开场,手机游戏,小戈学剪辑,49,1752314400,35791,8,33,8283,182,76,7373,0,0,经典素材
362999910,BV1194y147vk,“喜欢早晨的第一缕阳光，总是给人温暖和希望”,出行,Yukic风景,90,1693537200,213929,113,244,6957,945,4453,8350,0,0,经典素材
216516749,BV1Xa411T7NF,【空镜】握手/背影/红线断了/抓手/手机/咖啡/缠绵/点背/灵珠/处理小伤口/异能取书/紧张的手/手变透明/背后抱/夹娃娃/闪现街头/灵珠碎了/挽留不舍/哭泣/,影视剪辑,空镜头储备站,178,1659531720,17778,0,3,613,70,244,193,0,0,经典素材
113267112412314,BV1sR2LY5EUt,【空镜素材】少女与海鸥,日常,躺下等存款自己增加,196,1728319313,9645,0,6,151,14,248,51,0,0,经典素材
114613769280632,BV1a77DzREuN,[补档]4K超清无码超燃系列角色素材,日常,VY-2339,84,1748867544,4131,1,23,148,25,14,67,0,0,经典素材
116320901270187,BV13YXBBfEX5,3.31 每天最充实的时候就是全网寻找你的素材…,影视剪辑,于川野林见青山,23,1774916301,59,0,0,5,7,0,24,0,0,经典素材
983176686,BV1jt4y1b7b2,风景视频素材分享（无水印可自取）,日常,酸老倌,114,1657201587,11350,1,4,81,11,198,63,0,0,经典素材
112879307067041,BV1YevDeLEMv,【素材分享】可以直接用的素材,娱乐粉丝创作,你会铲爆米花吗,34,1722401728,293,0,4,5,3,0,16,0,0,经典素材
215793066,BV14a411n7Gc,【电棍】自截古神语6（经典古神语解密）,搞笑,五位数大鬼,68,1657448080,243995,164,317,3267,885,2224,5208,0,0,经典素材
115093983467139,BV1kevAzJErb,一些小素材,日常,小柚_猎枪师Official,27,1756195004,1940,4,24,58,9,1,57,0,0,经典素材
116091305068687,BV12QZXB6EBK,如果系列素材合集 2,动画综合,小小新11,127,1771412928,8832,0,9,292,2,7,113,0,0,经典素材
116130865749685,BV1ggfbBLE9K,最好的素材,日常,我是一团火ffZ,27,1772016593,480,0,1,1,0,0,7,0,0,经典素材
437225198,BV1zj411P7Ek,免费清晰，无版权的素材库，承包你一年的素材库,影视剪辑,牛片网,33,1676888198,478,0,0,9,0,0,7,0,0,经典素材
376420440,BV1io4y1C7RR,【4K】【无水印】绝美无版权视频素材合集（鲜花）,影视剪辑,于我何方,17,1625479212,4256,0,0,31,0,22,20,0,0,经典素材
115326532459712,BV1Sbx7z2Exu,沈近真高燃语录场面，星星之火可以燎原，追风者红色影视配音素材,影视杂谈,梦马配音秀,258,1759750800,9602,2,7,203,10,252,134,0,0,经典素材
116164889939676,BV18eAozTExc,刻板印象复材    无水印,鬼畜调教,传奇马航机长,69,1772535804,661,0,2,9,2,0,8,0,0,经典素材
114268980647540,BV1ATfMY7Evo,【空镜素材】高考倒数黑板,影视剪辑,躺下等存款自己增加,120,1743606421,8345,0,13,116,26,217,61,0,0,经典素材
113833662223352,BV13Wcze9ECA,【空镜素材】新年接福,日常,躺下等存款自己增加,150,1736964231,27027,0,110,693,269,709,432,0,0,经典素材
796675403,BV12C4y147uv,短视频素材馆,影视剪辑,请叫我八张,31,1597386389,2848,0,0,20,0,27,10,0,0,经典素材
849728376,BV1nL4y1H7Rf,历史穿越古城片头模板视频【VJshi视频素材】,小剧场,高清视频素材精选,17,1639019746,3274,0,4,59,0,35,17,0,0,经典素材
114318322439468,BV1mtdSYAEZ6,可商用视频素材｜毕业季校园唯美清新空境,影视剪辑,AIGC素材网,201,1744536600,11451,0,10,191,8,165,43,0,0,经典素材
1456169871,BV1Bi421Y7dn,经典必看启蒙动画 全106集 视频+音频,校园学习,鸡娃研学小组,92,1720874975,191623,8,74,7204,291,513,1100,0,0,经典素材
883395862,BV1MK4y1b7me,【绿幕素材】TOP5最常用的旧电影效果绿幕效果素材包无版权无水印［1080p HD］,影视剪辑,一个面包圈,84,1591794480,10885,0,8,349,16,59,136,0,0,经典素材
1905809393,BV1QS411w7yn,历史卷轴打开片头ae模板,设计·创意,四海鹏鹏,16,1718711517,5267,1,2,83,0,45,26,0,0,经典素材
1055777162,BV1Mn4y1X7sk,空镜素材,影视剪辑,锦鲤有余,244,1718733171,270,0,4,1,1,3,10,0,0,经典素材
115717995234381,BV1zYmiBpE6s,成长这一路上，你杀死了多少个自己,社科·法律·心理,文字罐头,52,1765716657,193188,437,768,34900,2363,844,59826,0,0,经典素材
115632968369231,BV1ccSFB4EjS,鸡头乐素材（2.0的用1.0的头）,搞笑,鸡头乐skibidi,18,1764419159,459,0,4,10,1,1,9,0,0,经典素材
811608279,BV1U34y177UE,【无版权空境素材】“你看一晃两三年 匆匆又夏天”,短片,空镜补给站,63,1652414956,123415,11,133,6102,737,1893,3992,0,0,经典素材
115988863391281,BV16V62BhEB1,【电影素材】自取！！2026最新电影素材！超356G超高清电影素材合集！燃爆你的宇宙！新手小白后期混剪必备！视频素材/视频剪辑/素材分享,影视剪辑,牛柿士多啤梨,92,1769849663,531,5,44,32,48,1,37,0,0,经典素材
112987335623570,BV1HUp1e7EDi,【素材分享】可商用时间流逝转场视频素材 素材供稿人与ID：1291375创意精选素材、48135老鹰音乐工作室；如有素材需要进入官网输入ID搜索~,影视剪辑,制片帮素材网,25,1724061600,4582,0,9,55,7,41,20,0,0,经典素材
574778740,BV1dz4y1g7GL,红色素材自用,日常,张峻豪唯一老公,17,1692151699,35810,0,0,52,0,4,13,0,0,经典素材
116379386776608,BV15UDfBpE27,朗诵:一路书香，一生阳光让阅读成为习惯让书读书艺术节#读书节 #一路书香一生阳光 #校园艺术节 #阅读文案  #少儿口才 #朗诵素材  #经典诵读,校园学习,需此素材V号laoshi2939,246,1775808621,40,0,0,1,0,0,2,0,0,经典素材
116148448265782,BV1uaAazaEGu,【视频素材】常用精选绿幕视频素材 共14款｜三连视频简介自取,日常,春杪录,67,1772424000,485,0,1,35,11,0,23,0,0,经典素材
931002656,BV1BK4y1X7ie,各种人的微笑 笑脸,日常,是水果味啊,39,1623135142,36746,2,209,1211,492,1911,748,0,0,经典素材
650096373,BV1ze4y1G73M,风景视频素材(可自取),日常,你做咩野蠢猪猪,31,1673278821,4084,0,3,6,0,140,12,0,0,经典素材
114591858171375,BV1LP75zZEpb,好吃的素材😋,数码,柚子神awa,21,1748533286,2889,1,5,63,10,1,95,0,0,经典素材
92461856,BV1LE411H7k2,视频剪辑素材要的自取,影视剪辑,处木雁之间当龙蛇之变,63,1582942843,342080,43,199,6202,1185,555,3342,0,0,经典素材
234789637,BV1n8411r7hQ,古风文字漂浮素材,影视剪辑,知乐仁山,25,1697558265,30706,0,30,808,42,404,263,0,0,经典素材
45905057,BV1Zb411Y7ZC,【中国大陆/高清MV/混剪】成龙，刘媛媛《国家》经典华语歌曲！,影视剪辑,风的预言2012,260,1552226329,301034,220,260,4703,1217,5666,4071,0,0,经典素材
317074240,BV1CP411x7nA,美式鬼畜常用的素材2,搞笑,_SunShine-KaeL_,82,1691677297,305731,40,71,22333,2243,530,12149,0,0,经典素材
113225655915415,BV1CLxseFEjn,大气中国风开场片头背景素材，震撼片头素材。,影视剪辑,牵牛云创网_视频制作,16,1727697600,2741,1,2,74,0,72,16,0,0,经典素材
224784452,BV17b41197bA,超高清视频素材合集-下雨3,日常,于我何方,37,1677069032,2690,1,0,15,2,35,12,0,0,经典素材
510039457,BV1Su411q7bQ,水墨片头视频素材,动画综合,糖糖的素材小店,16,1648280683,36657,0,26,813,43,579,289,0,0,经典素材
116335782664893,BV1QF9ABtE89,【卡点模板素材】绿幕卡点模板素材，全新剪辑绿幕卡点素材整合分享，广告牌绿幕模板素材，合集分享！,野生技能协会,猫meme绿幕素材,262,1775143376,1130,9,21,51,23,1,36,0,0,经典素材
939285078,BV1NT4y1q7BT,大学生在朝阳下认真读书视频素材【光厂视频素材】,日常,高清视频素材精选,18,1653287281,2799,0,3,15,2,36,10,0,0,经典素材
652031967,BV1Ne4y1c7ZM,仙侠剧标准开头素材,影视剪辑,资深磕cp,39,1676619335,3228,0,5,79,6,43,37,0,0,经典素材
113954743390005,BV1vTNEeUEQg,古风卷轴朗诵演讲通用片头开场视频高清素材,影视剪辑,壹心视觉工作室,18,1738811522,17366,1,9,495,15,345,143,0,0,经典素材
539261082,BV1ki4y1H7ey,【作文素材】值得摘抄的经典人物素材,校园学习,太空作文驿站,153,1706271504,5826,1,2,127,17,17,119,0,0,经典素材
115818239099178,BV1jNvDBREK8,【一场绝美的视觉盛宴！】---4分钟混剪祖国大好河山,单机游戏,周心鱼鲟,254,1767246137,5391,0,6,110,19,80,63,0,0,经典素材
413298608,BV1WV411C7vt,【无水印1080P名场面素材2】素材可用到综艺或搞笑的转场、鬼畜视频等等,搞笑,爱学习的心蕾,43,1590759362,20244,1,14,509,58,129,350,0,0,经典素材
115553075202428,BV1ikC1BYEzL,超燃神曲《Do It》仅前奏就可单曲循环，太带感了,音乐综合,耹听经典之声,201,1763200197,19486,0,10,477,38,41,368,0,0,经典素材
1851382987,BV1vW421w7Ms,常用剪辑素材（游戏通用）,软件应用,小慷某,35,1709440310,7659,0,8,565,47,8,264,0,0,经典素材
114250039170729,BV14WZqYNESQ,【空镜素材】数据,影视剪辑,躺下等存款自己增加,150,1743317690,19669,0,24,528,79,611,156,0,0,经典素材
341609230,BV1rR4y1c7qR,这些动画片都是来自这些国家，的你都知道吗？【2】,动画综合,美丽的Harry老爹,74,1652396960,168354,465,313,1269,30,54,2138,0,0,经典素材
872360100,BV1uV4y1e7MJ,S1275杨培安《我相信》#原唱mv 经典青春振奋励志正能量歌曲节日晚会合唱舞蹈演出舞台高清LED视频背景素材#可替换原版伴奏 #完整版,MV,顶风视频工坊,248,1692237313,375381,284,0,6299,461,4329,2881,0,0,经典素材
115094805548074,BV1kvvNz4Eci,《战争雷霆》背景音乐《Advance Australia》太经典了,音乐综合,耹听经典之声,118,1756207452,39278,18,62,791,42,33,837,0,0,经典素材
115768310173779,BV1S2BKBfEep,【动漫素材】还在到处找素材？全网播放量最高的4K无水印漫剪素材都在这啦！很难找全的 动漫混剪必备！超8w+素材合集！！白嫖党的福音~,野生技能协会,蝇头小剪,72,1766484323,3998,2,248,146,212,9,164,0,0,经典素材
599163296,BV1dB4y1r7SJ,4k免费商用视频素材,出行,钟先生的过错,121,1659759030,3248,1,1,37,6,45,30,0,0,经典素材
703572356,BV16m4y1N7xD,以前的素材,手机游戏,一个简单的橙子皮,19,1694869325,137,1,0,0,0,0,7,0,0,经典素材
648651255,BV1Ze4y1T7jq,搞笑视频素材，高清无水印。搞笑视频剪辑合集。,搞笑,午夜观影,250,1670896258,9524,0,2,51,3,96,24,0,0,经典素材
116271676983928,BV1zYAgzHEFA,1个方法教你学会60、70年代正气凛然的广播腔！,配音,教配音的思婷老师,112,1774165126,196083,294,430,3108,137,113,4628,0,0,经典素材
114681230400388,BV1WYMmzyEoR,马桶人素材(第一弹),日常,普通de人78,18,1749896977,4252,2,28,120,19,5,108,0,0,经典素材
86277585,BV1H7411W7dQ,思念怀旧秋风落叶LED大屏背景视频素材（无水印搬运，侵私删）,影视剪辑,爱学习小分队,21,1580627139,25636,0,16,380,22,508,123,0,0,经典素材
403853223,BV1bV411L7Bw,情绪空镜｜“当你崩溃到凌晨三四点，有人一觉到天亮”,日常,哇是小可啊,36,1690249344,8415,0,10,128,10,157,57,0,0,经典素材
113599888495769,BV1oNiZYHEar,创意时钟-时间流逝视频素材,日常,小何的视频空间,61,1733397050,21364,2,56,846,236,876,411,0,0,经典素材
204702507,BV13h411X7BC,【空镜】江南主题 | 绿（剪视频的拿来剪，不剪视频的来养眼）,影视剪辑,路飞的妙龄老母亲,144,1616158246,80102,19,208,4849,937,1209,2876,0,0,经典素材
115559517658783,BV1QhCdBDESn,那些MC动画中经典战役“最后攻势&quot;,特摄,YGZMJ,62,1763298474,155207,4,21,13345,372,20,10432,0,0,经典素材
114046766421432,BV1Q8PTegEDc,免费分享一些好看的粒子素材,动画综合,银河君ang,15,1740215798,5249,0,6,264,48,26,115,0,0,经典素材
1353747620,BV1qz421S7PT,常用剪辑素材2（游戏通用）,软件应用,小慷某,29,1714095954,3391,0,3,211,15,1,110,0,0,经典素材
115274237872829,BV1hwn7zqEhw,时光代理人 S2-12 经典片段原声素材,原创音乐,Apraonia,78,1758945592,14329,37,4,1089,37,5,1075,0,0,经典素材
274116159,BV1wc411c7Bw,王道NTR经典制作？,动漫杂谈,藤原翔2号机,128,1690603200,225070,121,277,1918,186,67,2148,0,0,经典素材
114533708337206,BV1xkEQznEh2,历史进程胶片滚动纪录片片头,设计·创意,剪辑深耕者,40,1747645805,6301,0,8,111,2,98,45,0,0,经典素材
591380229,BV1Bq4y1R7yP,舞台背景视频素材,野生技能协会,汉亚视频素材,283,1635773586,158566,5,28,3350,114,4180,758,0,0,经典素材
248613289,BV1Cv411p76q,人物视频素材剪辑1,影视剪辑,我的欧气不可能那么多,31,1623577757,1092,0,2,1,2,1,5,0,0,经典素材
204784028,BV11h411S73f,【民国素材】听风者,影视剪辑,我们是一首歌,206,1616756521,4412,0,8,126,4,73,57,0,0,经典素材
116069142369585,BV1dhZjBEEab,无水印素材,日常,bili_29264790807,15,1771074641,1864,0,5,175,3,8,176,0,0,经典素材
114421351319749,BV1XUGmzMEFw,4K超清高端商务空镜头素材｜精英会议室/都市天际线/科技光效｜企业宣传片/发布会/PPT背景必备,影视剪辑,菲尝美味,47,1745931512,14052,0,33,271,101,958,156,0,0,经典素材
506522330,BV1Eg411K7Pc,国学片头视频素材,小剧场,汉亚视频素材,35,1636385286,1064,0,0,14,1,24,6,0,0,经典素材
421458683,BV1k3411k72E,史诗级震撼灵魂经典战歌《Immortal》不朽，悠扬空灵女声激荡人心,电台,境弦之音,242,1635757210,97919,11,21,1845,142,108,807,0,0,经典素材
115666757618461,BV1py27BuE2P,北欧经典民谣《Going Home》纯净细腻的嗓音，太好听了,音乐综合,耹听经典之声,244,1764934753,23489,7,14,568,60,46,442,0,0,经典素材
114630160682237,BV1xETxzQEYE,文字滚动开场效果,搞笑,黑猫学剪辑,79,1749117784,1190004,261,734,90855,4385,1516,142517,0,0,经典素材
113253740971790,BV1s51XYVETW,【作文素材】榜样力量的热点素材and凉点素材,人文历史,作文摘抄站,127,1728229440,992,0,2,8,0,0,7,0,0,经典素材
723345756,BV1HS4y1o7nJ,动漫空镜头宝藏合集【𝐇𝐃/𝟔𝟎𝐅𝐏𝐒】,动画综合,不是你的小清新,158,1642636806,15545,2,19,510,65,238,291,0,0,经典素材
802461384,BV1by4y1x7aB,【绿幕素材】玛卡巴卡,影视剪辑,Rx98-2,26,1617264783,100605,8,14,2260,120,2202,804,0,0,经典素材
